date,cost_act,cost_fc
2024-11-08,6.677374664007164,6.750491400845407
2024-11-09,6.42812413858111,6.4281241385811105
2024-11-10,5.980943834390938,5.980943834390935
2024-11-11,4.968124160067857,5.150478448402847
2024-11-12,3.500143439384753,3.747394514994564
2024-11-13,5.188118660035195,5.188118660035194
2024-11-14,6.727552259827231,6.877458807833428
2024-11-15,6.687643158883722,6.68764315888372
2024-11-16,4.962108200600867,4.965936189483239
2024-11-17,4.459323382252432,4.563428995489952
2024-11-18,4.11458641302632,4.11652991082135
2024-11-19,4.5989972737968055,4.598997273796806
2024-11-20,5.027702252796554,5.223841645857705
2024-11-21,5.025585557839096,5.025585557839096
2024-11-22,6.60256377131836,6.60256377131836
2024-11-23,4.639193938709245,4.6391939387092425
2024-11-24,3.969092201591635,3.969781198590174
2024-11-25,3.3566520910746336,3.580358976137525
2024-11-26,3.629343141954184,3.629976068122886
2024-11-27,5.278555910248083,5.2789169432002705
2024-11-28,4.45207070990899,4.6966260148281735
2024-11-29,4.709597873550094,4.885090215006089
2024-11-30,5.70985848457372,5.7108109964076075
2024-12-01,5.510441954327209,5.510441954327206
2024-12-02,4.296047709053975,4.299058580175982
2024-12-03,4.207013569037944,4.208039117107888
2024-12-04,5.406976729915267,5.507530409637588
2024-12-05,4.506847754448502,4.507214417577476
2024-12-06,4.10049506938597,4.415579335927359
2024-12-07,4.281455520250007,4.292085560838772
2024-12-08,5.827698992061912,5.8276989920619116
2024-12-09,4.641473452779294,4.643157506086512
2024-12-10,4.517302627362026,4.517536494554175
2024-12-11,9.209427751793779,9.479241731331236
2024-12-12,5.18314617818897,6.285234346656167
2024-12-13,11.270279956344435,11.341009424375518
2024-12-14,5.636089372445164,5.636089372445164
2024-12-15,5.819600571607756,5.819600571607756
2024-12-16,4.917418156658262,5.198698536188781
2024-12-17,3.9504044682062482,3.9504044682062482
2024-12-18,3.786151400029341,3.786825960254784
2024-12-19,4.8711941221737405,4.872009523733073
2024-12-20,6.017760027684293,6.018089853891674
2024-12-21,3.3301653726785823,3.3301653726785827
2024-12-22,4.674835873958633,4.674835873958633
2024-12-23,5.372444176930751,5.619975388166623
2024-12-24,9.86924659307341,9.869246593073408
2024-12-25,5.95604546436452,5.956045464364518
2024-12-26,4.802098982928031,4.802098982928032
2024-12-27,7.251602394980849,7.251602394980848
2024-12-28,5.200655630530815,5.201055242311201
2024-12-29,4.67038851259823,4.690949631437596
2024-12-30,6.696279214969883,6.6962792149698815
2024-12-31,4.054919117731494,4.054919117731493
2025-01-01,3.7830910244980767,3.783091024498077
2025-01-02,4.833995529652792,4.834615810542344
2025-01-03,6.543135213978433,6.543135213978431
2025-01-04,5.382897822368008,5.549017127884454
2025-01-05,3.9107201107216065,3.9107201107216065
2025-01-06,4.0823612385313375,4.0823612385313375
2025-01-07,5.12963274005379,5.290880632134475
2025-01-08,4.867007332521635,4.867630616222174
2025-01-09,5.376235836843318,5.376235836843317
2025-01-10,7.4822022783410365,7.492985657683477
2025-01-11,5.734071823541031,5.734071823541033
2025-01-12,7.454630502685738,7.502228542426211
2025-01-13,5.226827782532676,5.437728223587197
2025-01-14,8.725587060084514,8.951928120971113
2025-01-15,7.076175932927338,7.5699207423183354
2025-01-16,5.575433813255147,5.577541420878541
2025-01-17,7.279446184351403,7.281744006347113
2025-01-18,7.021214781271311,7.021214781271311
2025-01-19,7.003730259559205,7.0037302595592035
2025-01-20,5.575095860583613,6.631004819798188
2025-01-21,5.414635497919611,5.420598691487359
2025-01-22,5.583803475574639,5.58738517787768
2025-01-23,4.491921335124492,4.49364815892298
2025-01-24,6.360594917884124,6.360594917884123
2025-01-25,5.062466991263645,5.062466991263645
2025-01-26,5.647232048418132,5.647232048418132
2025-01-27,2.4620937984874334,2.463369870671851
2025-01-28,4.896823980695535,4.897168280603964
2025-01-29,5.723264163712715,5.723264163712713
2025-01-30,3.4649477240695057,3.4649477240695052
2025-01-31,5.294236068894407,5.294236068894406
2025-02-01,5.746747808375043,5.919289843125822
2025-02-02,4.466908302032077,4.816177055865664
2025-02-03,5.6845233003698015,5.814648780350008
2025-02-04,6.521570507089145,6.680392919588582
2025-02-05,4.1486719864201005,4.150197272847481
2025-02-06,3.209584100077355,3.4250140272398397
2025-02-07,4.198196164231263,4.200895351221241
2025-02-08,4.852143437672395,5.049818268957491
2025-02-09,9.366491182304278,9.366491182304282
2025-02-10,7.83484268994706,7.835394031743645
2025-02-11,6.880690495302905,6.882724683689444
2025-02-12,6.910093163397725,6.911846731864111
2025-02-13,7.748218313997415,7.748218313997418
2025-02-14,5.136048949333174,5.408744719811668
2025-02-15,7.2487024439974395,7.248702443997438
2025-02-16,3.942544322973803,4.148249123926119
2025-02-17,3.9349407888613737,4.375192190427876
2025-02-18,2.3168730623913683,2.951142908507993
2025-02-19,3.743587630059683,3.9770815472845693
2025-02-20,5.085093112707653,5.269929864914275
2025-02-21,3.889593435895369,3.894766029104039
2025-02-22,3.271568836717142,3.2715688367171416
2025-02-23,4.500010876480987,4.524534928126881
2025-02-24,4.967163489313336,5.079863077521785
2025-02-25,4.410265644663905,4.632898013655405
2025-02-26,3.93391970379427,4.108148137550937
2025-02-27,5.8777097162196945,5.88190452498596
2025-02-28,4.395082252381549,4.592528780256814
2025-03-01,9.374495602704416,9.378690779840554
2025-03-02,3.829197242548588,4.049662577759378
2025-03-03,1.69241967403002,2.5587709662721267
2025-03-04,2.9780509746135553,3.6174350722674564
2025-03-05,2.986749658608749,3.440442156429502
2025-03-06,3.6445178434544583,4.007910811484806
2025-03-07,2.5464109020446326,3.2981745064728085
2025-03-08,2.406595649253682,2.8594981258895853
2025-03-09,2.1921558558197294,2.781687309009267
2025-03-10,3.815521728107087,4.032859503415332
2025-03-11,4.12578160311915,4.130863876036001
2025-03-12,4.911383927474512,4.922375291416337
2025-03-13,4.355903523343532,4.557796186798087
2025-03-14,5.938392387166375,6.108897857603072
2025-03-15,2.1960045126229604,3.0100029520072265
2025-03-16,2.4354813209057014,2.7566487359969933
2025-03-17,3.10842450526787,3.1319338794485376
2025-03-18,2.2754277108263485,2.9407663561952093
2025-03-19,3.532672002087248,3.97837135731239
2025-03-20,2.7498424696898636,3.218718576390427
2025-03-21,3.025169934338046,3.2309958718065537
2025-03-22,2.809703272496108,2.9777627844255043
2025-03-23,4.082914501448094,4.36427098584728
2025-03-24,2.0662285372236715,2.6085690157074413
2025-03-25,2.2469344678795666,2.761978240451138
2025-03-26,3.8594876868721792,3.8613614044929543
2025-03-27,2.697720599989215,2.9352067567580526
2025-03-28,4.537843798457171,4.730300335121804
2025-03-29,1.8779034882084074,2.513161606489844
2025-03-31,2.695000488056949,3.3023965175838916
2025-04-01,1.7747449859053928,2.2497284689167234
2025-04-02,2.6704160546739666,2.888686630823086
2025-04-03,2.791737203034913,3.1592430688911866
2025-04-04,2.945015003085239,3.404772181562948
2025-04-05,2.6384754305532,3.1049224896782235
2025-04-06,1.7598656493366767,2.134513176692828
2025-04-07,1.9729589981511229,2.4322365826304244
2025-04-08,2.077170475414092,2.3996894252881447
2025-04-09,2.0163031531655755,2.15472084369952
2025-04-10,3.021345833073286,3.307974024729277
2025-04-11,2.1254911850351985,2.76804443218427
2025-04-12,2.261773694910627,2.6466817325984575
2025-04-13,3.130188646470136,3.4182626789090063
2025-04-14,1.6880221093202905,2.2608437391697924
2025-04-15,2.8424245272028164,3.390209313762662
2025-04-16,3.790933651780624,4.123661118262351
2025-04-17,4.455452542947968,4.637637613343228
2025-04-18,2.212466554755649,2.6188840692305
2025-04-19,1.652076449707634,1.9623080534107442
2025-04-20,4.85254803858263,5.046740075356729
2025-04-21,2.943245099641985,3.2658619942189513
2025-04-22,2.3276068177388773,2.863905504171231
2025-04-23,2.857292970338198,3.1203672819152644
2025-04-24,3.6993346485526515,3.705379741131595
2025-04-25,2.810878733413719,3.4568536465367976
2025-04-26,2.207244794383475,2.6816854528504726
2025-04-27,2.3183488784072086,2.8848525598600947
2025-04-28,1.6192079398056696,1.9732809115289602
2025-04-29,2.082400871796016,2.438395197476861
2025-04-30,1.9790734600583944,2.271236027048465
2025-05-01,1.7713026301086188,2.0345121227016416
2025-05-02,2.9461722843890983,3.30963743660556
2025-05-03,2.976746016799137,3.1038193123942337
2025-05-04,2.1232746256681936,2.4072080434631355
2025-05-05,2.130502085798673,2.3736741303725406
2025-05-06,1.5165369556182764,1.8780690075544517
2025-05-07,2.334811018230535,2.81979119129935
2025-05-08,1.9984745450194352,2.317720929469835
2025-05-09,2.629881930664462,2.9617507286035316
2025-05-10,2.0172785942449973,2.272188788034537
2025-05-11,-0.635673677892502,1.3209519381819501
2025-05-12,1.5856452898922617,2.0823354504907554
2025-05-13,1.6277097287960178,1.9799553535648198
2025-05-14,1.6926262677174135,2.0678325890760014
2025-05-15,3.1920314152314333,3.510797684231364
2025-05-16,2.0450142983944843,2.5045179114087026
2025-05-17,1.5018595444514204,1.8844856334375166
2025-05-18,2.4232631138760534,2.7569349586928364
2025-05-19,1.9284241625294372,2.2433284544363348
2025-05-20,2.0714748691337443,2.558162284413724
2025-05-21,1.4745728928450896,2.068897181900691
2025-05-22,2.28192933925226,2.752138436360023
2025-05-23,2.314615198779857,2.8177224367727574
2025-05-24,4.699434946299979,4.7925018971547715
2025-05-25,2.0501186898302826,2.2857180338381364
2025-05-26,1.717338685469,2.0528400227764605
2025-05-27,2.2385105731302364,2.4837777089616804
2025-05-28,3.0094268431612816,3.5292379564255363
2025-05-29,2.522577721392677,2.6589657800051034
2025-05-30,1.6656172967733895,1.9762359925780817
2025-05-31,2.301071479072651,2.6973828563273754
2025-06-01,3.8430590424908155,3.9826319781804203
2025-06-02,1.9860915294835861,2.5057724684653704
2025-06-03,1.886448846686743,2.2798741388122767
2025-06-04,1.186653580473326,1.6055836726886477
2025-06-05,3.3148938680940874,3.545520734645701
2025-06-06,3.042754949819078,3.425262507380067
2025-06-07,3.252081432698178,3.7169072149220694
2025-06-08,2.1251895044206672,2.4331012885548837
2025-06-09,2.988550265246886,3.3570785272671335
2025-06-10,1.6836854457376411,2.152160809717392
2025-06-11,1.697851000309694,2.062715937116831
2025-06-12,2.1243328515150988,2.389238851458687
2025-06-13,3.346309376014138,3.80790660300071
2025-06-14,3.57621619157242,3.9914678758115443
2025-06-15,3.038951214942197,3.250386937505063
2025-06-16,2.3409084661749375,2.7667566765734555
2025-06-17,1.9697700020097129,2.3224085257046165
2025-06-18,2.8298600579465614,3.2361610269390755
2025-06-19,2.6460519000438634,3.0404576004279047
2025-06-20,3.569994177100857,4.089727600207884
2025-06-21,4.160273694380958,4.4283866511878065
2025-06-22,3.0864128027708477,3.277592781376633
2025-06-23,1.4557031014189907,1.6461149091745144
2025-06-24,2.7625240672456712,3.2492125562263006
2025-06-25,4.208785971167841,4.386757796036934
2025-06-26,3.8077219983247668,4.036536845354083
2025-06-27,2.0491448108332095,2.423465483757857
2025-06-28,1.2712317122146557,1.5312700860804564
2025-06-29,0.298262692901091,0.35890850000004115
2025-06-30,2.8720176519129406,3.4792381643719006
2025-07-01,2.6561436544366983,3.43567427607385
2025-07-02,5.534382309472754,5.768799289971791
2025-07-03,2.234112859224227,2.5367349415417046
2025-07-04,1.385019295076293,1.6145441249974448
2025-07-05,2.4263597480236436,2.609261591583308
2025-07-06,4.221726022250999,4.2541845840448715
2025-07-07,2.1850740217201117,2.5264073517749095
2025-07-08,1.7835603353794278,2.155655191469202
2025-07-09,2.3120925707197864,3.0255157607967527
2025-07-10,2.3666052135581945,2.7198685254370027
2025-07-11,2.0562827383524973,2.29223063154724
2025-07-12,2.2531064448411198,2.6416057028309385
2025-07-13,2.448013404339238,2.7242251642275708
2025-07-14,2.0970562156997854,2.4933181794120007
2025-07-15,4.0243455802374966,4.5706082149326726
2025-07-16,2.1590945736917018,2.465849174617484
2025-07-17,2.2172417802891085,2.6182308768023934
2025-07-18,2.231337902205715,2.83947835799171
2025-07-19,4.48410727433259,4.731724482531494
2025-07-20,4.68616101577298,4.834649594707149
2025-07-21,3.4819108251168327,4.166045103900099
2025-07-22,4.787949180590102,5.176571731900128
2025-07-23,2.4201887212954416,2.852402116966869
2025-07-24,2.9039529690902897,3.5081567218967122
2025-07-25,3.5180268281491323,3.8002108970985695
2025-07-26,6.151030795343139,6.162246834910371
2025-07-27,4.762039854817775,4.873285032608666
2025-07-28,2.8883092195416844,2.947993761671155
2025-07-29,1.9011662603887276,2.3484596326280767
2025-07-30,1.4067375592062235,1.6046450264212742
2025-07-31,4.0784275900553135,4.211266314874516
2025-08-01,4.538428407748461,5.0862045705575465
2025-08-02,3.021681503178103,3.4459443141963733
2025-08-03,3.326844930580056,3.7285521102615866
2025-08-04,4.13428953547725,4.42465897112315
2025-08-05,2.0762433415563617,2.746069158467609
2025-08-06,3.0612244652171494,3.2944272842020403
2025-08-07,2.176785874079262,2.5383383542761004
2025-08-08,4.313397506841629,4.465566813276406
2025-08-09,3.3981185363767117,3.7019364318174
2025-08-10,3.292375773566536,3.6309655570739654
2025-08-11,2.983183620354383,3.3829661117383103
2025-08-12,4.429282713858258,4.584968511454092
2025-08-13,3.9997430290639615,4.498108853269894
2025-08-14,5.156388458710605,5.323993807856501
2025-08-15,3.2667536706231917,3.5399671273012925
2025-08-16,4.48711281384257,4.487112813842571
2025-08-17,3.222147977588893,3.602427201736735
2025-08-18,1.980071404003592,2.1703646959734093
2025-08-19,2.860978299854202,3.052195620793212
2025-08-20,1.5788532512421098,2.0326466067618827
2025-08-21,2.1530598337397264,2.5533139471600697
2025-08-22,3.3152001482381497,3.6800741529239476
2025-08-23,3.3786934987072703,3.9134063263086425
2025-08-24,3.655135917574702,4.242397477084086
2025-08-25,2.039786043229961,2.5499940551921285
2025-08-26,2.264626226623867,2.676409312556195
2025-08-27,3.1723124906543627,3.685836548109179
2025-08-28,3.34753324833982,3.5894998843249892
2025-08-29,4.418950926403358,4.5566194009577154
2025-08-30,3.0247674283389094,3.3282472660146363
2025-08-31,3.4684268603834654,3.6077010220170083
2025-09-01,2.3108519484315013,2.6363156619988244
2025-09-02,3.274134396751024,3.5371119698168907
2025-09-03,2.6451694336710103,2.850714150647009
2025-09-04,3.7782626771677306,4.0441385592875525
2025-09-05,3.527092876656481,3.8304727345271385
2025-09-06,2.5710230643906975,2.8593614216163825
2025-09-07,3.0535796859214552,3.4316079843797955
2025-09-08,3.5967157364627464,3.7224148262719945
2025-09-09,1.925996398703625,2.4283971156146653
2025-09-10,3.3440462990504614,3.450903378484803
2025-09-11,2.79536599103583,3.0509964939300054
2025-09-12,3.324667687486945,3.6659982795436865
2025-09-13,4.223039347936588,4.24570140149697
2025-09-14,3.189699413804911,3.401988665664627
2025-09-15,2.595593017359836,2.7654907355323965
2025-09-16,2.0379772919131676,2.286327231295936
2025-09-17,4.234012091362108,4.2647477087457295
2025-09-18,4.083586708712078,4.288656932347818
2025-09-19,4.8829072963292415,5.199151706248657
2025-09-20,4.612357129468766,4.619962735667718
2025-09-21,2.959087877546176,2.960360581925336
2025-09-22,3.1311311341141614,3.498672394650946
2025-09-23,3.1473270788806698,3.190361113667787
2025-09-24,7.468351692840947,7.661072487559343
2025-09-25,6.2585466944317805,6.2585466944317805
2025-09-26,3.510456452246729,3.729832926173242
2025-09-27,5.816332874268329,5.908998095796078
2025-09-28,4.158327043292807,4.498663706091715
2025-09-29,3.0622155745434103,3.423549795498689
2025-09-30,3.754625502905014,4.231199358197314
2025-10-01,3.003469472797338,3.3148587214620164
2025-10-02,5.294730697546968,5.497240911107535
2025-10-03,4.270127525846764,4.2702197844809575
2025-10-04,2.0089550133054166,2.099087491315415
2025-10-05,3.480164983875324,3.48411933812317
2025-10-06,4.647619484553857,4.802480723997691
2025-10-07,4.655423970320787,4.671605430123886
2025-10-08,5.097147146909882,5.115468434960661
2025-10-09,5.843354788682215,5.843354788682214
2025-10-10,5.110639977221483,5.248407681793885
2025-10-11,4.635522092329685,4.638204136124269
2025-10-12,4.664606756545199,4.684082682689894
2025-10-13,4.318252360484898,4.467633298753504
2025-10-14,7.377309229881491,7.539401956059441
2025-10-15,5.718989011925414,5.775969303954391
2025-10-16,4.3203941630142735,4.349874147503466
2025-10-17,6.321238559404198,6.3212385594042
2025-10-18,5.033116783183495,5.037131236789905
2025-10-19,4.175973646113277,4.338552195668484
2025-10-20,3.8413370370817272,3.867093031495524
2025-10-21,4.507018950012868,4.507018950012867
2025-10-22,4.749621105468776,4.921602286890944
2025-10-23,5.440000550889849,5.440036562337265
2025-10-24,4.689949348697259,4.68994934869726
2025-10-25,3.2743990087894956,3.2743990087894934
2025-10-26,4.936811010599573,4.9368110105995715
2025-10-27,3.6252524796222,3.7757043396092205
2025-10-28,3.4812154363327927,3.497259533276948
2025-10-29,5.024563038912359,5.025113285634182
2025-10-30,6.001606502329794,6.004924522786874
2025-10-31,4.264280802577802,4.306468721841857
2025-11-01,4.339557246643015,4.339557246643014
2025-11-02,4.976011202093062,4.984994560601356
2025-11-03,4.2307002964057965,4.235004399708178
2025-11-04,3.9627847732247625,4.110248464247269
2025-11-05,4.106215602968169,4.297408053790555
2025-11-06,7.504414969057761,7.504414969057761
2025-11-07,2.814719411932007,3.151739869158949
2025-11-08,4.1032877255403,4.282367588223291
2025-11-09,4.839497833643987,4.979272320317373
2025-11-10,4.0922551366223106,4.0997093532425515
2025-11-11,5.237681033911031,5.237681033911033
2025-11-12,3.8699293747545895,3.8809739889863097
2025-11-13,4.90758024337168,4.907580243371683
2025-11-14,6.492912252602974,6.492912252602974
2025-11-15,6.182221125428188,6.182221125428187
2025-11-16,6.254088634567046,6.254088634567045
2025-11-17,3.923419575711375,4.01832656383052
2025-11-18,5.08042517578791,5.0804251757879095
2025-11-19,6.409129523939062,6.409129523939064
2025-11-20,7.395035906489593,7.55275720875893
2025-11-21,5.690626638615273,5.84668353172585
2025-11-22,5.4468777032492035,5.645751973436563
2025-11-23,5.99895463340685,5.998954633406851
2025-11-24,6.069267852592465,6.073805576922543
2025-11-25,5.941443788295478,5.944800798780398
2025-11-26,6.6462097285368005,6.756800536688475
2025-11-27,6.1606908154828375,6.1606908154828375
2025-11-28,4.7998051854253605,4.79980518542536
2025-11-29,5.458247594105359,5.47018313301624
2025-11-30,7.3051095587685095,7.30510955876851
2025-12-01,4.537765665457074,4.6584746478082195
2025-12-02,6.031693550096909,6.031693550096908
2025-12-03,5.832662576998063,5.832662576998059
2025-12-04,6.8238030105091765,6.823803010509179
2025-12-05,5.874058825427212,5.874058825427212
2025-12-06,5.880530609113483,5.880530609113481
2025-12-07,5.943402743512484,5.9434027435124825
2025-12-08,5.454136336263879,5.45413633626388
2025-12-09,4.303625744099415,4.304229725369134
2025-12-10,6.541708895803905,6.541708895803902
2025-12-11,7.782155973073581,7.782155973073584
2025-12-12,6.746165398919456,6.746165398919456
2025-12-13,6.530580527491408,6.5305805274914075
2025-12-14,6.950617343536863,6.950617343536866
2025-12-15,5.758496525354445,5.790154993705234
2025-12-16,6.666696923210588,6.6666969232105835
2025-12-17,5.079320772604463,5.079320772604463
2025-12-18,6.598054532289294,6.598054532289291
2025-12-19,5.133550682139853,5.144121282745952
2025-12-20,6.616643582915674,6.616643582915676
2025-12-21,5.961381906469956,5.961381906469959
2025-12-22,5.139408131490416,5.139408131490415
2025-12-23,5.840444094283568,5.840444094283567
2025-12-24,6.851648154611878,6.851648154611876
2025-12-25,5.306603545097354,5.306603545097352
2025-12-26,5.1381576214035425,5.175012337373208
2025-12-27,6.537779491295979,6.556586034153381
2025-12-28,5.419657714424331,5.419657714424329
2025-12-29,6.05940164756056,6.059401647560559
2025-12-30,6.707575149435393,6.707575149435394
2025-12-31,6.636287778647168,6.6362877786471675
2026-01-01,6.842713225781698,6.842713225781696
2026-01-02,6.215845026519588,6.215845026519589
2026-01-03,5.552931585289378,5.552931585289381
2026-01-04,7.828568993329018,7.828568993329019
2026-01-05,8.508689752563166,8.575697029915492
2026-01-06,8.962991259876503,8.9629912598765
2026-01-07,6.390133211763577,6.390133211763576
2026-01-08,9.277202227326704,9.277202227326706
2026-01-09,6.952533356831478,6.952533356831479
2026-01-10,8.351293466867064,8.351293466867066
2026-01-11,11.098727747948292,11.098727747948288
2026-01-12,6.319284983147732,6.319284983147732
2026-01-13,5.068425835905695,5.08115323320367
2026-01-14,6.332089409645188,6.332089409645186
2026-01-15,7.996545551661475,7.996545551661471
2026-01-16,7.0355866445731206,7.038526296340434
2026-01-17,6.865009336705435,6.880970267531961
2026-01-18,8.312800039352867,8.314012799987719
2026-01-19,5.3203586287938585,5.342768692985775
2026-01-20,6.835222219913528,6.835222219913524
2026-01-21,5.297165786306726,5.297165786306727
2026-01-22,7.60866382374823,7.608663823748232
2026-01-23,5.836911387828353,5.836911387828353
2026-01-24,5.936311326110774,5.971723886363192
2026-01-25,6.505294552396643,6.508518304270703
2026-01-26,5.754783569170186,5.754783569170186
2026-01-27,5.861382425516327,5.861382425516329
2026-01-28,8.623241430422246,8.623241430422246
2026-01-29,8.508337208792897,8.508337208792895
2026-01-30,7.240932617315457,7.240932617315455
2026-01-31,6.071102849621453,6.086628122232554
2026-02-01,4.426022066384829,4.501844358497381
2026-02-02,4.9336263052644584,4.933626305264459
2026-02-03,4.9907839731734756,4.990783973173475
2026-02-04,4.8534063851889675,4.8540986608706245
2026-02-05,8.003545546710761,8.00354554671076
2026-02-06,6.587201476612635,6.587201476612631
2026-02-07,6.5555377801816554,6.5763119637532945
2026-02-08,4.913597002208953,4.932948147655521
2026-02-09,4.708391342022026,4.928328715990301
2026-02-10,5.455435491459097,5.455435491459096
2026-02-11,5.930596646492376,5.93059664649237
2026-02-12,5.489057870941252,5.489057870941252
2026-02-13,3.4508953310162847,3.4508953310162855
2026-02-14,4.589716078443601,4.981855858474481
2026-02-15,4.923553160644924,4.923553160644923
2026-02-16,4.183577419060519,4.371424786314587
2026-02-17,2.923447169518271,3.3297921810965736
2026-02-18,4.663926933881763,4.738073886118784
2026-02-19,7.890903145607494,7.890903145607494
2026-02-20,5.1350730148520904,5.135496975586108
2026-02-21,3.845334325885387,3.845334325885386
2026-02-22,4.145164291584133,4.145164291584132
2026-02-23,2.89038106379106,3.0859204243426013
2026-02-24,4.1623549572080085,4.162354957208009
2026-02-25,3.4906218387670123,3.549631181755598
2026-02-26,3.8290961019000864,4.027862689483744
2026-02-27,2.5394124637428788,2.585139849925304
2026-02-28,4.7193271926835205,4.720938739341035
2026-03-01,3.1780783363440777,3.1894515920621993
2026-03-02,3.227281577272915,3.7076020751850214
2026-03-03,3.2153431611442937,3.7946033611015753
2026-03-04,4.117254131048473,4.832797855931822
2026-03-05,3.2382153154199327,3.9005499767841685
2026-03-06,3.588349761517575,3.9054642538412967
2026-03-07,3.331843515597181,4.033326433797242
2026-03-08,5.871238521276855,6.015070341410682
2026-03-09,3.8541136371597817,4.501573715725017
2026-03-10,3.8685443640555235,4.177356091180433
2026-03-11,4.53727893081356,4.746350577760581
2026-03-12,4.042550611755121,4.245515217606371
2026-03-13,3.136370389269032,3.303005431949284
2026-03-14,4.437436098010606,4.865736707254176
2026-03-15,4.964371790027957,5.501032153764839
2026-03-16,4.330241107717433,4.54991658715816
2026-03-17,3.0352964291310918,3.7917485629811596
2026-03-18,2.148254394329082,2.7215375463575247
2026-03-19,4.139864944758041,4.889254259154728
2026-03-20,3.9264970854244288,4.670262133269993
2026-03-21,3.8275492448968453,4.335695443801124
2026-03-22,2.930717929725279,3.3286937844309237
2026-03-23,2.1312771250067,2.853460493098749
2026-03-24,3.4905288224635442,3.880058832557093
2026-03-25,2.6704908934130653,3.4361253058072827
2026-03-26,4.565121993621659,5.0663876905846115
2026-03-27,3.692988882048226,4.172330421341855
2026-03-28,2.8914017175039235,3.5167757159555157
2026-03-30,2.527502759708204,3.1575417739107734
2026-03-31,3.076272736129909,3.499216364262681
2026-04-01,2.7894227785255916,3.797307094964214
2026-04-02,6.2704478285964775,6.270447828596479
2026-04-03,2.701503491020424,3.1966938368101108
2026-04-04,2.154157392587096,2.461683001609111
2026-04-05,4.968664904561655,5.040029174484179
2026-04-06,3.8500834531217367,4.456675207497051
